PT. BANK RAKYAT INDONESIA (PERSERO) TBK.,,,,,,,,,,,,,,,,,,BANK BRI,
"Jl. Jenderal Sudirman Kav. 44-46, Jakarta 10210",,,,,,,,,,,,,,,,,,,
"Telp. 021-5758965, 45, 64, 46   Fax. 021-5700914",,,,,,,,,,,,,,,Melayani  Dengan  Setulus  Hati,,,,
Account Statement,,,,,,,,,,,,,,,,,,,
Account No,,,:,0206-01-006511-30-6 ,,,,,,,,,,,,,,,
Account Name,,,:,PT LINTAS MARGA SEDAYA,,,,,,,,,,,,,,,
Account Status,,,:,Active,,,,,,,,,,,,,,,
Today Hold Balance,,,:,0.00,,,,,,,,,,,,,,,
Period,,,:,01/01/2021 - 18/01/2021,,,,,,,,,,,,,,,
DATE,TIME,REMARK,,,,DEBET,,,CREDIT,,Ledger,,,TELLER ID,,,,,
15/01/21,05:13:32,EMONEYSETTLE11011409 14/01/21 39 ,,,,0.00,,,"101,500.00",,"16,840,972,702.00",,,0852048   ,,,,,
15/01/21,05:12:50,EMONEYSETTLE10238919 14/01/21 46 ,,,,0.00,,,"3,000.00",,"16,840,871,202.00",,,0852079   ,,,,,
15/01/21,05:12:19,EMONEYSETTLE10238919 14/01/21 45 ,,,,0.00,,,"28,500.00",,"16,840,868,202.00",,,0852079   ,,,,,
15/01/21,05:12:16,EMONEYSETTLE10238919 14/01/21 44 ,,,,0.00,,,"273,000.00",,"16,840,839,702.00",,,0852079   ,,,,,
15/01/21,05:11:58,EMONEYSETTLE11011406 14/01/21 25 ,,,,0.00,,,"182,000.00",,"16,840,566,702.00",,,0852051   ,,,,,
15/01/21,05:11:58,EMONEYSETTLE10238918 14/01/21 57 ,,,,0.00,,,"249,000.00",,"16,840,384,702.00",,,0852046   ,,,,,
15/01/21,05:11:58,EMONEYSETTLE10238920 14/01/21 49 ,,,,0.00,,,"121,000.00",,"16,840,135,702.00",,,0852052   ,,,,,
15/01/21,05:11:57,EMONEYSETTLE11011410 14/01/21 03 ,,,,0.00,,,"132,500.00",,"16,840,014,702.00",,,0852046   ,,,,,
15/01/21,05:11:54,EMONEYSETTLE10238919 14/01/21 42 ,,,,0.00,,,"266,000.00",,"16,839,882,202.00",,,0852079   ,,,,,
15/01/21,05:11:53,EMONEYSETTLE10238924 14/01/21 78 ,,,,0.00,,,"25,000.00",,"16,839,616,202.00",,,0852038   ,,,,,
15/01/21,05:11:53,EMONEYSETTLE10238919 14/01/21 43 ,,,,0.00,,,"569,000.00",,"16,839,591,202.00",,,0852079   ,,,,,
15/01/21,05:11:53,EMONEYSETTLE10238918 14/01/21 56 ,,,,0.00,,,"26,500.00",,"16,839,022,202.00",,,0852046   ,,,,,
15/01/21,04:12:37,000001929570116 10098575 140121 00 00043 ,,,,0.00,,,"3,298,000.00",,"16,838,995,702.00",,,0852096   ,,,,,
15/01/21,04:12:37,000001929570116 10098577 140121 00 00009 ,,,,0.00,,,"799,000.00",,"16,835,697,702.00",,,0852096   ,,,,,
15/01/21,04:12:37,000001929570116 10098577 140121 01 00002 ,,,,0.00,,,"132,500.00",,"16,834,898,702.00",,,0852096   ,,,,,
15/01/21,04:12:37,000001929570116 10098575 140121 02 00018 ,,,,0.00,,,"1,162,000.00",,"16,834,766,202.00",,,0852096   ,,,,,
15/01/21,04:12:37,000001929570116 10098577 140121 02 00005 ,,,,0.00,,,"271,500.00",,"16,833,604,202.00",,,0852096   ,,,,,
15/01/21,04:12:37,000001929570116 10098578 140121 02 00001 ,,,,0.00,,,"35,000.00",,"16,833,332,702.00",,,0852096   ,,,,,
15/01/21,04:12:36,000001929570116 10098578 140121 00 00011 ,,,,0.00,,,"752,000.00",,"16,833,297,702.00",,,0852096   ,,,,,
15/01/21,04:12:36,000001929570116 10098578 140121 01 00005 ,,,,0.00,,,"243,000.00",,"16,832,545,702.00",,,0852096   ,,,,,
15/01/21,04:12:36,000001929570116 10098575 140121 01 00008 ,,,,0.00,,,"619,500.00",,"16,832,302,702.00",,,0852096   ,,,,,
15/01/21,04:11:48,000001984600000 10098360 140121 00 00040 ,,,,0.00,,,"806,500.00",,"16,831,683,202.00",,,0852093   ,,,,,
15/01/21,04:11:48,000001984600000 10098361 140121 00 00017 ,,,,0.00,,,"453,500.00",,"16,830,876,702.00",,,0852093   ,,,,,
15/01/21,04:11:48,000001984600000 10098361 140121 02 00004 ,,,,0.00,,,"128,500.00",,"16,830,423,202.00",,,0852093   ,,,,,
15/01/21,04:09:11,000001984600002 10098413 140121 00 00002 ,,,,0.00,,,"123,000.00",,"16,830,294,702.00",,,0852080   ,,,,,
15/01/21,04:09:11,000001984600002 10098414 140121 00 00009 ,,,,0.00,,,"354,500.00",,"16,830,171,702.00",,,0852080   ,,,,,
15/01/21,04:09:11,000001984600002 10098413 140121 02 00033 ,,,,0.00,,,"1,761,000.00",,"16,829,817,202.00",,,0852080   ,,,,,
15/01/21,04:09:11,000001984600002 10098414 140121 02 00018 ,,,,0.00,,,"1,075,000.00",,"16,828,056,202.00",,,0852080   ,,,,,
15/01/21,04:08:12,000001984600003 10098415 140121 00 00056 ,,,,0.00,,,"3,079,000.00",,"16,826,981,202.00",,,0852076   ,,,,,
15/01/21,04:08:12,000001984600003 10098418 140121 00 00039 ,,,,0.00,,,"2,172,000.00",,"16,823,902,202.00",,,0852076   ,,,,,
15/01/21,04:05:55,000001929570262 10666172 140121 02 00002 ,,,,0.00,,,"104,000.00",,"16,821,730,202.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666172 140121 00 00007 ,,,,0.00,,,"706,500.00",,"16,821,626,202.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666154 140121 01 00002 ,,,,0.00,,,"132,500.00",,"16,820,919,702.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666156 140121 00 00032 ,,,,0.00,,,"2,764,500.00",,"16,820,787,202.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666157 140121 02 00036 ,,,,0.00,,,"3,382,000.00",,"16,818,022,702.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666155 140121 02 00004 ,,,,0.00,,,"154,000.00",,"16,814,640,702.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666154 140121 02 00016 ,,,,0.00,,,"1,594,000.00",,"16,814,486,702.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666158 140121 02 00016 ,,,,0.00,,,"1,462,000.00",,"16,812,892,702.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666152 140121 02 00014 ,,,,0.00,,,"1,407,500.00",,"16,811,430,702.00",,,0852057   ,,,,,
15/01/21,04:05:54,000001929570262 10666153 140121 02 00015 ,,,,0.00,,,"1,924,500.00",,"16,810,023,202.00",,,0852057   ,,,,,
15/01/21,04:05:53,000001929570262 10666169 140121 00 00008 ,,,,0.00,,,"904,000.00",,"16,808,098,702.00",,,0852057   ,,,,,
15/01/21,04:05:53,000001929570262 10666155 140121 01 00020 ,,,,0.00,,,"2,166,500.00",,"16,807,194,702.00",,,0852057   ,,,,,
15/01/21,04:05:53,000001929570262 10666170 140121 00 00018 ,,,,0.00,,,"1,790,500.00",,"16,805,028,202.00",,,0852057   ,,,,,
15/01/21,04:05:53,000001929570262 10666157 140121 01 00008 ,,,,0.00,,,"787,500.00",,"16,803,237,702.00",,,0852057   ,,,,,
15/01/21,04:05:53,000001929570262 10666172 140121 01 00002 ,,,,0.00,,,"104,000.00",,"16,802,450,202.00",,,0852057   ,,,,,
15/01/21,04:05:53,000001929570262 10666152 140121 00 00015 ,,,,0.00,,,"1,352,500.00",,"16,802,346,202.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666154 140121 00 00023 ,,,,0.00,,,"2,836,500.00",,"16,800,993,702.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666153 140121 00 00032 ,,,,0.00,,,"3,682,500.00",,"16,798,157,202.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666155 140121 00 00031 ,,,,0.00,,,"3,037,500.00",,"16,794,474,702.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666156 140121 01 00047 ,,,,0.00,,,"4,202,000.00",,"16,791,437,202.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666158 140121 00 00048 ,,,,0.00,,,"3,859,500.00",,"16,787,235,202.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666157 140121 00 00041 ,,,,0.00,,,"3,482,500.00",,"16,783,375,702.00",,,0852057   ,,,,,
15/01/21,04:05:52,000001929570262 10666171 140121 00 00035 ,,,,0.00,,,"3,800,000.00",,"16,779,893,202.00",,,0852057   ,,,,,
15/01/21,04:05:02,000001984600001 10098392 140121 00 00046 ,,,,0.00,,,"1,824,000.00",,"16,776,093,202.00",,,0852052   ,,,,,
15/01/21,04:05:02,000001984600001 10098390 140121 00 00037 ,,,,0.00,,,"1,266,000.00",,"16,774,269,202.00",,,0852052   ,,,,,
15/01/21,04:05:02,000001984600001 10098391 140121 02 00020 ,,,,0.00,,,"594,000.00",,"16,773,003,202.00",,,0852052   ,,,,,
15/01/21,04:05:01,000001984600001 10098391 140121 00 00050 ,,,,0.00,,,"2,185,000.00",,"16,772,409,202.00",,,0852052   ,,,,,
15/01/21,04:00:01,000001984600004 10098430 140121 00 00013 ,,,,0.00,,,"512,500.00",,"16,770,224,202.00",,,0852030   ,,,,,
15/01/21,04:00:01,000001984600004 10098430 140121 02 00008 ,,,,0.00,,,"108,000.00",,"16,769,711,702.00",,,0852030   ,,,,,
15/01/21,04:00:00,000001984600004 10098429 140121 00 00055 ,,,,0.00,,,"1,424,000.00",,"16,769,603,702.00",,,0852030   ,,,,,
15/01/21,03:58:51,000001984600005 10098453 140121 00 00085 ,,,,0.00,,,"6,605,500.00",,"16,768,179,702.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098457 140121 00 00041 ,,,,0.00,,,"3,761,500.00",,"16,761,574,202.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098469 140121 00 00001 ,,,,0.00,,,"107,500.00",,"16,757,812,702.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098463 140121 00 00002 ,,,,0.00,,,"136,000.00",,"16,757,705,202.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098453 140121 02 00082 ,,,,0.00,,,"6,491,500.00",,"16,757,569,202.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098454 140121 02 00074 ,,,,0.00,,,"7,021,000.00",,"16,751,077,702.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098455 140121 02 00024 ,,,,0.00,,,"2,044,500.00",,"16,744,056,702.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098458 140121 00 00002 ,,,,0.00,,,"136,000.00",,"16,742,012,202.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098461 140121 00 00001 ,,,,0.00,,,"107,500.00",,"16,741,876,202.00",,,0852025   ,,,,,
15/01/21,03:58:51,000001984600005 10098467 140121 00 00002 ,,,,0.00,,,"215,000.00",,"16,741,768,702.00",,,0852025   ,,,,,
15/01/21,03:58:50,000001984600005 10098454 140121 00 00012 ,,,,0.00,,,"1,047,500.00",,"16,741,553,702.00",,,0852025   ,,,,,
15/01/21,03:58:50,000001984600005 10098455 140121 00 00035 ,,,,0.00,,,"2,997,500.00",,"16,740,506,202.00",,,0852025   ,,,,,
14/01/21,20:06:13,000001984600005 10098469 140121 00 00002 ,,,,0.00,,,"85,500.00",,"16,737,508,702.00",,,0852025   ,,,,,
14/01/21,20:06:13,000001984600005 10098453 140121 01 00074 ,,,,0.00,,,"5,616,000.00",,"16,737,423,202.00",,,0852025   ,,,,,
14/01/21,20:06:13,000001984600005 10098457 140121 01 00010 ,,,,0.00,,,"739,000.00",,"16,731,807,202.00",,,0852025   ,,,,,
14/01/21,20:06:12,000001984600000 10098361 140121 00 00041 ,,,,0.00,,,"1,211,500.00",,"16,731,068,202.00",,,0852093   ,,,,,
14/01/21,20:06:12,000001984600001 10098390 140121 00 00016 ,,,,0.00,,,"536,500.00",,"16,729,856,702.00",,,0852052   ,,,,,
14/01/21,20:06:12,000001984600001 10098392 140121 00 00052 ,,,,0.00,,,"2,599,500.00",,"16,729,320,202.00",,,0852052   ,,,,,
14/01/21,20:06:12,000001984600001 10098391 140121 00 00066 ,,,,0.00,,,"3,098,000.00",,"16,726,720,702.00",,,0852052   ,,,,,
14/01/21,20:06:12,000001984600002 10098413 140121 00 00052 ,,,,0.00,,,"2,857,000.00",,"16,723,622,702.00",,,0852080   ,,,,,
14/01/21,20:06:12,000001984600002 10098414 140121 00 00045 ,,,,0.00,,,"2,429,000.00",,"16,720,765,702.00",,,0852080   ,,,,,
14/01/21,20:06:12,000001984600003 10098415 140121 00 00039 ,,,,0.00,,,"2,816,500.00",,"16,718,336,702.00",,,0852076   ,,,,,
14/01/21,20:06:12,000001984600003 10098418 140121 00 00036 ,,,,0.00,,,"2,545,500.00",,"16,715,520,202.00",,,0852076   ,,,,,
14/01/21,20:06:12,000001984600004 10098429 140121 00 00025 ,,,,0.00,,,"1,367,500.00",,"16,712,974,702.00",,,0852030   ,,,,,
14/01/21,20:06:12,000001984600004 10098430 140121 00 00005 ,,,,0.00,,,"281,000.00",,"16,711,607,202.00",,,0852030   ,,,,,
14/01/21,20:06:12,000001984600005 10098453 140121 00 00123 ,,,,0.00,,,"10,874,000.00",,"16,711,326,202.00",,,0852025   ,,,,,
14/01/21,20:06:12,000001984600005 10098455 140121 00 00006 ,,,,0.00,,,"571,500.00",,"16,700,452,202.00",,,0852025   ,,,,,
14/01/21,20:06:12,000001984600005 10098451 140121 00 00076 ,,,,0.00,,,"5,277,000.00",,"16,699,880,702.00",,,0852025   ,,,,,
14/01/21,20:06:12,000001984600005 10098459 140121 00 00001 ,,,,0.00,,,"107,500.00",,"16,694,603,702.00",,,0852025   ,,,,,
14/01/21,20:06:12,000001984600000 10098360 140121 01 00006 ,,,,0.00,,,"179,500.00",,"16,694,496,202.00",,,0852093   ,,,,,
14/01/21,20:06:12,000001984600001 10098390 140121 01 00016 ,,,,0.00,,,"425,500.00",,"16,694,316,702.00",,,0852052   ,,,,,
14/01/21,20:06:12,000001984600001 10098391 140121 01 00012 ,,,,0.00,,,"454,000.00",,"16,693,891,202.00",,,0852052   ,,,,,
14/01/21,20:06:12,000001984600002 10098414 140121 01 00006 ,,,,0.00,,,"249,000.00",,"16,693,437,202.00",,,0852080   ,,,,,
14/01/21,20:06:12,000001984600003 10098415 140121 01 00044 ,,,,0.00,,,"2,620,500.00",,"16,693,188,202.00",,,0852076   ,,,,,
14/01/21,20:06:12,000001984600003 10098418 140121 01 00002 ,,,,0.00,,,"96,500.00",,"16,690,567,702.00",,,0852076   ,,,,,
14/01/21,20:06:12,000001984600004 10098429 140121 01 00041 ,,,,0.00,,,"808,000.00",,"16,690,471,202.00",,,0852030   ,,,,,
14/01/21,20:06:12,000001984600005 10098454 140121 00 00052 ,,,,0.00,,,"4,163,000.00",,"16,689,663,202.00",,,0852025   ,,,,,
14/01/21,20:06:12,000001984600005 10098455 140121 01 00026 ,,,,0.00,,,"1,889,500.00",,"16,685,500,202.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600001 10098390 130121 00 00004 ,,,,0.00,,,"189,500.00",,"16,683,610,702.00",,,0852052   ,,,,,
14/01/21,20:06:11,000001984600001 10098391 130121 03 00006 ,,,,0.00,,,"395,000.00",,"16,683,421,202.00",,,0852052   ,,,,,
14/01/21,20:06:11,000001984600002 10098413 130121 00 00019 ,,,,0.00,,,"1,072,500.00",,"16,683,026,202.00",,,0852080   ,,,,,
14/01/21,20:06:11,000001984600002 10098414 130121 03 00004 ,,,,0.00,,,"167,000.00",,"16,681,953,702.00",,,0852080   ,,,,,
14/01/21,20:06:11,000001984600002 10098414 130121 00 00009 ,,,,0.00,,,"441,500.00",,"16,681,786,702.00",,,0852080   ,,,,,
14/01/21,20:06:11,000001984600003 10098415 130121 00 00008 ,,,,0.00,,,"632,000.00",,"16,681,345,202.00",,,0852076   ,,,,,
14/01/21,20:06:11,000001984600003 10098418 130121 00 00002 ,,,,0.00,,,"158,000.00",,"16,680,713,202.00",,,0852076   ,,,,,
14/01/21,20:06:11,000001984600003 10098415 130121 03 00013 ,,,,0.00,,,"1,002,000.00",,"16,680,555,202.00",,,0852076   ,,,,,
14/01/21,20:06:11,000001984600004 10098430 130121 00 00005 ,,,,0.00,,,"245,500.00",,"16,679,553,202.00",,,0852030   ,,,,,
14/01/21,20:06:11,000001984600004 10098429 130121 00 00008 ,,,,0.00,,,"377,000.00",,"16,679,307,702.00",,,0852030   ,,,,,
14/01/21,20:06:11,000001984600005 10098453 130121 00 00060 ,,,,0.00,,,"5,801,000.00",,"16,678,930,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098454 130121 00 00004 ,,,,0.00,,,"270,500.00",,"16,673,129,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098455 130121 00 00008 ,,,,0.00,,,"681,500.00",,"16,672,859,202.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098457 130121 00 00004 ,,,,0.00,,,"323,000.00",,"16,672,177,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098454 130121 03 00039 ,,,,0.00,,,"3,799,500.00",,"16,671,854,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098457 130121 03 00011 ,,,,0.00,,,"564,000.00",,"16,668,055,202.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098455 130121 03 00010 ,,,,0.00,,,"909,500.00",,"16,667,491,202.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098463 130121 00 00001 ,,,,0.00,,,"107,500.00",,"16,666,581,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098461 130121 00 00001 ,,,,0.00,,,"107,500.00",,"16,666,474,202.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098453 130121 03 00050 ,,,,0.00,,,"4,061,000.00",,"16,666,366,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600005 10098467 130121 00 00001 ,,,,0.00,,,"107,500.00",,"16,662,305,702.00",,,0852025   ,,,,,
14/01/21,20:06:11,000001984600000 10098360 140121 00 00041 ,,,,0.00,,,"1,247,000.00",,"16,662,198,202.00",,,0852093   ,,,,,
14/01/21,20:06:10,000001984600000 10098361 130121 00 00002 ,,,,0.00,,,"93,000.00",,"16,660,951,202.00",,,0852093   ,,,,,
14/01/21,20:06:10,000001984600000 10098360 130121 00 00009 ,,,,0.00,,,"268,000.00",,"16,660,858,202.00",,,0852093   ,,,,,
14/01/21,20:06:10,000001984600000 10098360 130121 03 00006 ,,,,0.00,,,"193,000.00",,"16,660,590,202.00",,,0852093   ,,,,,
14/01/21,20:06:10,000001984600001 10098392 130121 00 00011 ,,,,0.00,,,"719,000.00",,"16,660,397,202.00",,,0852052   ,,,,,
14/01/21,20:06:10,000001984600001 10098391 130121 00 00025 ,,,,0.00,,,"1,652,500.00",,"16,659,678,202.00",,,0852052   ,,,,,
14/01/21,09:31:09,PA NANANG-020601006511306 SETORAN HPT TGL 13JAN21 T:0206057:NEWBRINETSWEB,,,,0.00,,,"10,575,500.00",,"16,658,025,702.00",,,0206057   ,,,,,
14/01/21,07:45:54,000001929570262 10666171 140121 00 00025 ,,,,0.00,,,"2,536,500.00",,"16,647,450,202.00",,,0852057   ,,,,,
14/01/21,07:45:54,000001929570262 10666152 140121 00 00021 ,,,,0.00,,,"2,287,000.00",,"16,644,913,702.00",,,0852057   ,,,,,
14/01/21,07:45:54,000001929570262 10666169 140121 00 00016 ,,,,0.00,,,"1,512,500.00",,"16,642,626,702.00",,,0852057   ,,,,,
14/01/21,07:45:54,000001929570262 10666170 140121 00 00025 ,,,,0.00,,,"2,488,000.00",,"16,641,114,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666157 130121 00 00024 ,,,,0.00,,,"1,966,500.00",,"16,638,626,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666158 130121 00 00003 ,,,,0.00,,,"211,500.00",,"16,636,659,702.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666153 130121 00 00012 ,,,,0.00,,,"1,278,500.00",,"16,636,448,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666155 130121 00 00007 ,,,,0.00,,,"920,500.00",,"16,635,169,702.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666154 130121 00 00005 ,,,,0.00,,,"604,000.00",,"16,634,249,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666152 130121 00 00008 ,,,,0.00,,,"717,500.00",,"16,633,645,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666171 130121 00 00003 ,,,,0.00,,,"392,000.00",,"16,632,927,702.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666172 130121 00 00001 ,,,,0.00,,,"107,500.00",,"16,632,535,702.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666171 130121 03 00001 ,,,,0.00,,,"41,000.00",,"16,632,428,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666157 140121 00 00010 ,,,,0.00,,,"943,500.00",,"16,632,387,202.00",,,0852057   ,,,,,
14/01/21,07:45:53,000001929570262 10666153 140121 00 00027 ,,,,0.00,,,"2,543,000.00",,"16,631,443,702.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666154 130121 03 00047 ,,,,0.00,,,"4,923,500.00",,"16,628,900,702.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666155 130121 03 00055 ,,,,0.00,,,"4,956,500.00",,"16,623,977,202.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666169 130121 00 00005 ,,,,0.00,,,"390,500.00",,"16,619,020,702.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666158 130121 03 00039 ,,,,0.00,,,"3,836,500.00",,"16,618,630,202.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666157 130121 03 00024 ,,,,0.00,,,"2,285,500.00",,"16,614,793,702.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666156 130121 00 00008 ,,,,0.00,,,"730,500.00",,"16,612,508,202.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666156 130121 03 00030 ,,,,0.00,,,"3,038,500.00",,"16,611,777,702.00",,,0852057   ,,,,,
14/01/21,07:45:52,000001929570262 10666170 130121 00 00008 ,,,,0.00,,,"854,500.00",,"16,608,739,202.00",,,0852057   ,,,,,
14/01/21,07:16:11,000001929570116 10098575 140121 00 00012 ,,,,0.00,,,"817,000.00",,"16,607,884,702.00",,,0852096   ,,,,,
14/01/21,07:16:11,000001929570116 10098577 140121 00 00010 ,,,,0.00,,,"640,000.00",,"16,607,067,702.00",,,0852096   ,,,,,
14/01/21,07:16:11,000001929570116 10098578 140121 00 00002 ,,,,0.00,,,"284,500.00",,"16,606,427,702.00",,,0852096   ,,,,,
14/01/21,07:16:08,000001929570116 10098575 130121 00 00010 ,,,,0.00,,,"721,500.00",,"16,606,143,202.00",,,0852096   ,,,,,
14/01/21,07:16:08,000001929570116 10098578 130121 03 00001 ,,,,0.00,,,"107,500.00",,"16,605,421,702.00",,,0852096   ,,,,,
14/01/21,07:16:07,000001929570116 10098575 130121 03 00007 ,,,,0.00,,,"631,000.00",,"16,605,314,202.00",,,0852096   ,,,,,
14/01/21,07:16:07,000001929570116 10098577 130121 00 00002 ,,,,0.00,,,"60,000.00",,"16,604,683,202.00",,,0852096   ,,,,,
14/01/21,07:16:07,000001929570116 10098578 130121 00 00005 ,,,,0.00,,,"505,500.00",,"16,604,623,202.00",,,0852096   ,,,,,
14/01/21,05:19:54,EMONEYSETTLE10238918 13/01/21 55 ,,,,0.00,,,"204,500.00",,"16,604,117,702.00",,,0852046   ,,,,,
14/01/21,05:19:53,EMONEYSETTLE10238919 13/01/21 41 ,,,,0.00,,,"404,500.00",,"16,603,913,202.00",,,0852079   ,,,,,
14/01/21,05:19:50,EMONEYSETTLE11011410 13/01/21 02 ,,,,0.00,,,"231,000.00",,"16,603,508,702.00",,,0852046   ,,,,,
14/01/21,05:19:50,EMONEYSETTLE11011406 13/01/21 24 ,,,,0.00,,,"81,000.00",,"16,603,277,702.00",,,0852051   ,,,,,
14/01/21,05:19:50,EMONEYSETTLE11011409 13/01/21 38 ,,,,0.00,,,"45,500.00",,"16,603,196,702.00",,,0852048   ,,,,,
14/01/21,05:19:14,EMONEYSETTLE10238924 13/01/21 77 ,,,,0.00,,,"25,000.00",,"16,603,151,202.00",,,0852038   ,,,,,
14/01/21,05:18:22,EMONEYSETTLE11011413 13/01/21 41 ,,,,0.00,,,"212,500.00",,"16,603,126,202.00",,,0852052   ,,,,,
14/01/21,05:18:15,EMONEYSETTLE11011409 13/01/21 37 ,,,,0.00,,,"184,500.00",,"16,602,913,702.00",,,0852048   ,,,,,
14/01/21,05:18:15,EMONEYSETTLE11011406 13/01/21 23 ,,,,0.00,,,"82,000.00",,"16,602,729,202.00",,,0852051   ,,,,,
14/01/21,05:18:15,EMONEYSETTLE10238918 13/01/21 54 ,,,,0.00,,,"54,000.00",,"16,602,647,202.00",,,0852046   ,,,,,
14/01/21,05:18:14,EMONEYSETTLE10238924 13/01/21 76 ,,,,0.00,,,"60,500.00",,"16,602,593,202.00",,,0852038   ,,,,,
14/01/21,05:18:07,EMONEYSETTLE10238919 13/01/21 40 ,,,,0.00,,,"156,500.00",,"16,602,532,702.00",,,0852079   ,,,,,
14/01/21,05:17:37,EMONEYSETTLE10238919 13/01/21 39 ,,,,0.00,,,"97,500.00",,"16,602,376,202.00",,,0852079   ,,,,,
14/01/21,05:17:14,EMONEYSETTLE10238924 13/01/21 75 ,,,,0.00,,,"107,500.00",,"16,602,278,702.00",,,0852038   ,,,,,
14/01/21,05:17:14,EMONEYSETTLE10238919 13/01/21 38 ,,,,0.00,,,"58,000.00",,"16,602,171,202.00",,,0852079   ,,,,,
14/01/21,05:17:12,EMONEYSETTLE11011413 13/01/21 40 ,,,,0.00,,,"65,000.00",,"16,602,113,202.00",,,0852052   ,,,,,
14/01/21,05:17:12,EMONEYSETTLE10238918 13/01/21 53 ,,,,0.00,,,"72,000.00",,"16,602,048,202.00",,,0852046   ,,,,,
14/01/21,05:17:11,EMONEYSETTLE10238919 13/01/21 36 ,,,,0.00,,,"346,000.00",,"16,601,976,202.00",,,0852079   ,,,,,
14/01/21,05:17:11,EMONEYSETTLE11011406 13/01/21 22 ,,,,0.00,,,"45,000.00",,"16,601,630,202.00",,,0852051   ,,,,,
14/01/21,05:17:10,EMONEYSETTLE10238919 13/01/21 37 ,,,,0.00,,,"153,500.00",,"16,601,585,202.00",,,0852079   ,,,,,
14/01/21,05:17:09,EMONEYSETTLE10238918 13/01/21 31 ,,,,0.00,,,"25,000.00",,"16,601,431,702.00",,,0852046   ,,,,,
14/01/21,05:17:09,EMONEYSETTLE10238924 13/01/21 74 ,,,,0.00,,,"82,500.00",,"16,601,406,702.00",,,0852038   ,,,,,
14/01/21,03:45:35,000001929570116 10098575 130121 00 00021 ,,,,0.00,,,"1,758,000.00",,"16,601,324,202.00",,,0852096   ,,,,,
14/01/21,03:45:35,000001929570116 10098578 130121 02 00004 ,,,,0.00,,,"256,500.00",,"16,599,566,202.00",,,0852096   ,,,,,
